B0052TQ4FY,214,"Motorola Droid 2 A955 Verizon Phone 5MP Cam, WiFi, GPS, Bluetooth",,,,,,,,,,,,,,,
B009LRN2SK,212,"Alcatel 382G ""The Big Easy"" Prepaid Phone With Double Minutes (Tracfone)",,,,,,,,,,,,,,,
B005TMMAHU,210,"Blackberry Torch 9860 Unlocked Phone with 4GB Internal Memory, Blackberry OS 7, 3G and 5MP Camera - International Version (Black)",,,,,,,,,,,,,,,
B007X6FFLS,210,Samsung a157 GoPhone (AT&T),,,,,,,,,,,,,,,
B00CBSX5U6,210,Samsung Galaxy S4 i9505 16GB /LTE 800/850/900/1800/2100/2600 Unlocked International Version Black,,,,,,,,,,,,,,,
B00F2SKPIM,208,"Samsung Galaxy Note 3, Black 32GB (Verizon Wireless)",,,,,,,,,,,,,,,
B0099QRVZS,207,Samsung Galaxy Note II N7100 16GB White-Unlocked International Phone No Warranty,,,,,,,,,,,,,,,
B003SNJ8X6,206,LG Prime Prepaid GoPhone (AT&T) with $15 Airtime Credit,,,,,,,,,,,,,,,
B004Z7HYUI,206,Samsung Galaxy Prevail - No Contract Android Smartphone (Boost Mobile),,,,,,,,,,,,,,,
B00FJ8WBJG,204,"Samsung Galaxy Note 3, Black 32GB (Sprint)",,,,,,,,,,,,,,,
B0060NG6M2,203,LG Optimus Slider Prepaid Android Phone (Virgin Mobile),,,,,,,,,,,,,,,
B0078ZZ6RM,203,"Blackberry Curve 9360 Unlocked Quad-Band 3G GSM Phone with 5MP Camera, QWERTY Keyboard, GPS and Wi-Fi - No Warranty - Black",,,,,,,,,,,,,,,
B007OVHW2M,203,Samsung Galaxy Note SGH-i717 4G LTE UNLOCKED AT&T World Phone (WHITE) - 16GB Memory - DUAL CORE Processor - No Contract,,,,,,,,,,,,,,,
B00E9W8Q1A,203,"Motorola DROID MAXX, Black 32GB (Verizon Wireless)",,,,,,,,,,,,,,,
B00EZW9UXW,203,"LG G2, Black 32GB (Verizon Wireless)",,,,,,,,,,,,,,,
B008EGWUJQ,202,Jitterbug Plus Cell Phone (Red),,,,,,,,,,,,,,,
B008EGWURI,202,Jitterbug Plus Cell Phone (Silver),,,,,,,,,,,,,,,
B0088K57I4,201,HTC EVO Design 4G Prepaid Android Phone (Boost Mobile),,,,,,,,,,,,,,,
B00B9K6ESC,201,Kyocera Event Prepaid Android Phone (Virgin Mobile),,,,,,,,,,,,,,,
B000G2TLIO,200,LG VX8300 CELL PHONE VERIZON CDMA VX 8300 CAMERA EVDO,,,,,,,,,,,,,,,
B003NU4RLM,199,"LG Xenon GR500 Unlocked Phone with QWERTY Keyboard, 2MP Camera, GPS and Touch Screen (Blue)",,,,,,,,,,,,,,,
B005DL3DIC,196,LG Cosmos VN250 Verizon Phone (POST PAID),,,,,,,,,,,,,,,
